"pokedex_number";"nome";"ataque";"defesa";"vida";"tipo 1";"tipo_2";"geracao";"lendario";"habilidades"
532;"Timburr";80;55;75;"fighting";"";5;0;"['Guts', 'Sheer Force', 'Iron Fist']"
533;"Gurdurr";105;85;85;"fighting";"";5;0;"['Guts', 'Sheer Force', 'Iron Fist']"
534;"Conkeldurr";140;95;105;"fighting";"";5;0;"['Guts', 'Sheer Force', 'Iron Fist']"
535;"Tympole";50;40;50;"water";"";5;0;"['Swift Swim', 'Hydration', 'Water Absorb']"
536;"Palpitoad";65;55;75;"water";"ground";5;0;"['Swift Swim', 'Hydration', 'Water Absorb']"
537;"Seismitoad";95;75;105;"water";"ground";5;0;"['Swift Swim', 'Poison Touch', 'Water Absorb']"
538;"Throh";100;85;120;"fighting";"";5;0;"['Guts', 'Inner Focus', 'Mold Breaker']"
539;"Sawk";125;75;75;"fighting";"";5;0;"['Sturdy', 'Inner Focus', 'Mold Breaker']"
540;"Sewaddle";53;70;45;"bug";"grass";5;0;"['Swarm', 'Chlorophyll', 'Overcoat']"
541;"Swadloon";63;90;55;"bug";"grass";5;0;"['Leaf Guard', 'Chlorophyll', 'Overcoat']"
542;"Leavanny";103;80;75;"bug";"grass";5;0;"['Swarm', 'Chlorophyll', 'Overcoat']"
543;"Venipede";45;59;30;"bug";"poison";5;0;"['Poison Point', 'Swarm', 'Speed Boost']"
544;"Whirlipede";55;99;40;"bug";"poison";5;0;"['Poison Point', 'Swarm', 'Speed Boost']"
545;"Scolipede";100;89;60;"bug";"poison";5;0;"['Poison Point', 'Swarm', 'Speed Boost']"
546;"Cottonee";27;60;40;"grass";"fairy";5;0;"['Prankster', 'Infiltrator', 'Chlorophyll']"
547;"Whimsicott";67;85;60;"grass";"fairy";5;0;"['Prankster', 'Infiltrator', 'Chlorophyll']"
548;"Petilil";35;50;45;"grass";"";5;0;"['Chlorophyll', 'Own Tempo', 'Leaf Guard']"
549;"Lilligant";60;75;70;"grass";"";5;0;"['Chlorophyll', 'Own Tempo', 'Leaf Guard']"
550;"Basculin";92;65;70;"water";"";5;0;"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']"
551;"Sandile";72;35;50;"ground";"dark";5;0;"['Intimidate', 'Moxie', 'Anger Point']"
552;"Krokorok";82;45;60;"ground";"dark";5;0;"['Intimidate', 'Moxie', 'Anger Point']"
553;"Krookodile";117;80;95;"ground";"dark";5;0;"['Intimidate', 'Moxie', 'Anger Point']"
554;"Darumaka";90;45;70;"fire";"";5;0;"['Hustle', 'Inner Focus']"
555;"Darmanitan";30;105;105;"fire";"fire";5;0;"['Sheer Force', 'Zen Mode']"
556;"Maractus";86;67;75;"grass";"";5;0;"['Water Absorb', 'Chlorophyll', 'Storm Drain']"
557;"Dwebble";65;85;50;"bug";"rock";5;0;"['Sturdy', 'Shell Armor', 'Weak Armor']"
558;"Crustle";105;125;70;"bug";"rock";5;0;"['Sturdy', 'Shell Armor', 'Weak Armor']"
559;"Scraggy";75;70;50;"dark";"fighting";5;0;"['Shed Skin', 'Moxie', 'Intimidate']"
560;"Scrafty";90;115;65;"dark";"fighting";5;0;"['Shed Skin', 'Moxie', 'Intimidate']"
561;"Sigilyph";58;80;72;"psychic";"flying";5;0;"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']"
562;"Yamask";30;85;38;"ghost";"";5;0;"['Mummy']"
563;"Cofagrigus";50;145;58;"ghost";"";5;0;"['Mummy']"
564;"Tirtouga";78;103;54;"water";"rock";5;0;"['Solid Rock', 'Sturdy', 'Swift Swim']"
565;"Carracosta";108;133;74;"water";"rock";5;0;"['Solid Rock', 'Sturdy', 'Swift Swim']"
566;"Archen";112;45;55;"rock";"flying";5;0;"['Defeatist']"
567;"Archeops";140;65;75;"rock";"flying";5;0;"['Defeatist']"
568;"Trubbish";50;62;50;"poison";"";5;0;"['Stench', 'Sticky Hold', 'Aftermath']"
569;"Garbodor";95;82;80;"poison";"";5;0;"['Stench', 'Weak Armor', 'Aftermath']"
570;"Zorua";65;40;40;"dark";"";5;0;"['Illusion']"
571;"Zoroark";105;60;60;"dark";"";5;0;"['Illusion']"
572;"Minccino";50;40;55;"normal";"";5;0;"['Cute Charm', 'Technician', 'Skill Link']"
573;"Cinccino";95;60;75;"normal";"";5;0;"['Cute Charm', 'Technician', 'Skill Link']"
574;"Gothita";30;50;45;"psychic";"";5;0;"['Frisk', 'Competitive', 'Shadow Tag']"
575;"Gothorita";45;70;60;"psychic";"";5;0;"['Frisk', 'Competitive', 'Shadow Tag']"
576;"Gothitelle";55;95;70;"psychic";"";5;0;"['Frisk', 'Competitive', 'Shadow Tag']"
577;"Solosis";30;40;45;"psychic";"";5;0;"['Overcoat', 'Magic Guard', 'Regenerator']"
578;"Duosion";40;50;65;"psychic";"";5;0;"['Overcoat', 'Magic Guard', 'Regenerator']"
579;"Reuniclus";65;75;110;"psychic";"";5;0;"['Overcoat', 'Magic Guard', 'Regenerator']"
580;"Ducklett";44;50;62;"water";"flying";5;0;"['Keen Eye', 'Big Pecks', 'Hydration']"
581;"Swanna";87;63;75;"water";"flying";5;0;"['Keen Eye', 'Big Pecks', 'Hydration']"
582;"Vanillite";50;50;36;"ice";"";5;0;"['Ice Body', 'Snow Cloak', 'Weak Armor']"
583;"Vanillish";65;65;51;"ice";"";5;0;"['Ice Body', 'Snow Cloak', 'Weak Armor']"
584;"Vanilluxe";95;85;71;"ice";"";5;0;"['Ice Body', 'Snow Warning', 'Weak Armor']"
585;"Deerling";60;50;60;"normal";"grass";5;0;"['Chlorophyll', 'Sap Sipper', 'Serene Grace']"
586;"Sawsbuck";100;70;80;"normal";"grass";5;0;"['Chlorophyll', 'Sap Sipper', 'Serene Grace']"
587;"Emolga";75;60;55;"electric";"flying";5;0;"['Static', 'Motor Drive']"
588;"Karrablast";75;45;50;"bug";"";5;0;"['Swarm', 'Shed Skin', 'No Guard']"
589;"Escavalier";135;105;70;"bug";"steel";5;0;"['Swarm', 'Shell Armor', 'Overcoat']"
590;"Foongus";55;45;69;"grass";"poison";5;0;"['Effect Spore', 'Regenerator']"
591;"Amoonguss";85;70;114;"grass";"poison";5;0;"['Effect Spore', 'Regenerator']"
592;"Frillish";40;50;55;"water";"ghost";5;0;"['Water Absorb', 'Cursed Body', 'Damp']"
593;"Jellicent";60;70;100;"water";"ghost";5;0;"['Water Absorb', 'Cursed Body', 'Damp']"
594;"Alomomola";75;80;165;"water";"";5;0;"['Healer', 'Hydration', 'Regenerator']"
595;"Joltik";47;50;50;"bug";"electric";5;0;"['Compoundeyes', 'Unnerve', 'Swarm']"
596;"Galvantula";77;60;70;"bug";"electric";5;0;"['Compoundeyes', 'Unnerve', 'Swarm']"
597;"Ferroseed";50;91;44;"grass";"steel";5;0;"['Iron Barbs']"
598;"Ferrothorn";94;131;74;"grass";"steel";5;0;"['Iron Barbs', 'Anticipation']"
599;"Klink";55;70;40;"steel";"";5;0;"['Plus', 'Minus', 'Clear Body']"
600;"Klang";80;95;60;"steel";"";5;0;"['Plus', 'Minus', 'Clear Body']"
601;"Klinklang";100;115;60;"steel";"";5;0;"['Plus', 'Minus', 'Clear Body']"
602;"Tynamo";55;40;35;"electric";"";5;0;"['Levitate']"
603;"Eelektrik";85;70;65;"electric";"";5;0;"['Levitate']"
604;"Eelektross";115;80;85;"electric";"";5;0;"['Levitate']"
605;"Elgyem";55;55;55;"psychic";"";5;0;"['Telepathy', 'Synchronize', 'Analytic']"
606;"Beheeyem";75;75;75;"psychic";"";5;0;"['Telepathy', 'Synchronize', 'Analytic']"
607;"Litwick";30;55;50;"ghost";"fire";5;0;"['Flash Fire', 'Flame Body', 'Infiltrator']"
608;"Lampent";40;60;60;"ghost";"fire";5;0;"['Flash Fire', 'Flame Body', 'Infiltrator']"
609;"Chandelure";55;90;60;"ghost";"fire";5;0;"['Flash Fire', 'Flame Body', 'Infiltrator']"
610;"Axew";87;60;46;"dragon";"";5;0;"['Rivalry', 'Mold Breaker', 'Unnerve']"
611;"Fraxure";117;70;66;"dragon";"";5;0;"['Rivalry', 'Mold Breaker', 'Unnerve']"
612;"Haxorus";147;90;76;"dragon";"";5;0;"['Rivalry', 'Mold Breaker', 'Unnerve']"
613;"Cubchoo";70;40;55;"ice";"";5;0;"['Snow Cloak', 'Slush Rush', 'Rattled']"
614;"Beartic";130;80;95;"ice";"";5;0;"['Snow Cloak', 'Slush Rush', 'Swift Swim']"
615;"Cryogonal";50;50;80;"ice";"";5;0;"['Levitate']"
616;"Shelmet";40;85;50;"bug";"";5;0;"['Hydration', 'Shell Armor', 'Overcoat']"
617;"Accelgor";70;40;80;"bug";"";5;0;"['Hydration', 'Sticky Hold', 'Unburden']"
618;"Stunfisk";66;84;109;"ground";"electric";5;0;"['Static', 'Limber', 'Sand Veil']"
619;"Mienfoo";85;50;45;"fighting";"";5;0;"['Inner Focus', 'Regenerator', 'Reckless']"
620;"Mienshao";125;60;65;"fighting";"";5;0;"['Inner Focus', 'Regenerator', 'Reckless']"
621;"Druddigon";120;90;77;"dragon";"";5;0;"['Rough Skin', 'Sheer Force', 'Mold Breaker']"
622;"Golett";74;50;59;"ground";"ghost";5;0;"['Iron Fist', 'Klutz', 'No Guard']"
623;"Golurk";124;80;89;"ground";"ghost";5;0;"['Iron Fist', 'Klutz', 'No Guard']"
624;"Pawniard";85;70;45;"dark";"steel";5;0;"['Defiant', 'Inner Focus', 'Pressure']"
625;"Bisharp";125;100;65;"dark";"steel";5;0;"['Defiant', 'Inner Focus', 'Pressure']"
626;"Bouffalant";110;95;95;"normal";"";5;0;"['Reckless', 'Sap Sipper', 'Soundproof']"
627;"Rufflet";83;50;70;"normal";"flying";5;0;"['Keen Eye', 'Sheer Force', 'Hustle']"
628;"Braviary";123;75;100;"normal";"flying";5;0;"['Keen Eye', 'Sheer Force', 'Defiant']"
629;"Vullaby";55;75;70;"dark";"flying";5;0;"['Big Pecks', 'Overcoat', 'Weak Armor']"
630;"Mandibuzz";65;105;110;"dark";"flying";5;0;"['Big Pecks', 'Overcoat', 'Weak Armor']"
631;"Heatmor";97;66;85;"fire";"";5;0;"['Gluttony', 'Flash Fire', 'White Smoke']"
632;"Durant";109;112;58;"bug";"steel";5;0;"['Swarm', 'Hustle', 'Truant']"
633;"Deino";65;50;52;"dark";"dragon";5;0;"['Hustle']"
634;"Zweilous";85;70;72;"dark";"dragon";5;0;"['Hustle']"
635;"Hydreigon";105;90;92;"dark";"dragon";5;0;"['Levitate']"
636;"Larvesta";85;55;55;"bug";"fire";5;0;"['Flame Body', 'Swarm']"
637;"Volcarona";60;65;85;"bug";"fire";5;0;"['Flame Body', 'Swarm']"
638;"Cobalion";90;129;91;"steel";"fighting";5;1;"['Justified']"
639;"Terrakion";129;90;91;"rock";"fighting";5;1;"['Justified']"
640;"Virizion";90;72;91;"grass";"fighting";5;1;"['Justified']"
641;"Tornadus";100;80;79;"flying";"";5;1;"['Prankster', 'Defiant', 'Regenerator']"
642;"Thundurus";105;70;79;"electric";"flying";5;1;"['Prankster', 'Defiant', 'Volt Absorb']"
643;"Reshiram";120;100;100;"dragon";"fire";5;1;"['Turboblaze']"
644;"Zekrom";150;120;100;"dragon";"electric";5;1;"['Teravolt']"
645;"Landorus";145;90;89;"ground";"flying";5;1;"['Sand Force', 'Sheer Force', 'Intimidate']"
646;"Kyurem";120;90;125;"dragon";"ice";5;1;"['Pressure', 'Teravolt', 'Turboblaze']"
647;"Keldeo";72;90;91;"water";"fighting";5;1;"['Justified']"
648;"Meloetta";128;90;100;"normal";"psychic";5;1;"['Serene Grace']"
649;"Genesect";120;95;71;"bug";"steel";5;1;"['Download']"
650;"Chespin";61;65;56;"grass";"";6;0;"['Overgrow', 'Bulletproof']"
651;"Quilladin";78;95;61;"grass";"";6;0;"['Overgrow', 'Bulletproof']"
652;"Chesnaught";107;122;88;"grass";"fighting";6;0;"['Overgrow', 'Bulletproof']"
653;"Fennekin";45;40;40;"fire";"";6;0;"['Blaze', 'Magician']"
654;"Braixen";59;58;59;"fire";"";6;0;"['Blaze', 'Magician']"
655;"Delphox";69;72;75;"fire";"psychic";6;0;"['Blaze', 'Magician']"
656;"Froakie";56;40;41;"water";"";6;0;"['Torrent', 'Protean']"
657;"Frogadier";63;52;54;"water";"";6;0;"['Torrent', 'Protean']"
658;"Greninja";145;67;72;"water";"dark";6;0;"['Torrent', 'Protean', 'Battle Bond']"
659;"Bunnelby";36;38;38;"normal";"";6;0;"['Pickup', 'Cheek Pouch', 'Huge Power']"
660;"Diggersby";56;77;85;"normal";"ground";6;0;"['Pickup', 'Cheek Pouch', 'Huge Power']"
661;"Fletchling";50;43;45;"normal";"flying";6;0;"['Big Pecks', 'Gale Wings']"
662;"Fletchinder";73;55;62;"fire";"flying";6;0;"['Flame Body', 'Gale Wings']"
663;"Talonflame";81;71;78;"fire";"flying";6;0;"['Flame Body', 'Gale Wings']"
664;"Scatterbug";35;40;38;"bug";"";6;0;"['Shield Dust', 'Compoundeyes', 'Friend Guard']"
665;"Spewpa";22;60;45;"bug";"";6;0;"['Shed Skin', 'Friend Guard']"
666;"Vivillon";52;50;80;"bug";"flying";6;0;"['Shield Dust', 'Compoundeyes', 'Friend Guard']"
667;"Litleo";50;58;62;"fire";"normal";6;0;"['Rivalry', 'Unnerve', 'Moxie']"
668;"Pyroar";68;72;86;"fire";"normal";6;0;"['Rivalry', 'Unnerve', 'Moxie']"
669;"Flabébé";38;39;44;"fairy";"";6;0;"['Flower Veil', 'Symbiosis']"
670;"Floette";65;67;74;"fairy";"";6;0;"['Flower Veil', 'Symbiosis']"
671;"Florges";65;68;78;"fairy";"";6;0;"['Flower Veil', 'Symbiosis']"
672;"Skiddo";65;48;66;"grass";"";6;0;"['Sap Sipper', 'Grass Pelt']"
673;"Gogoat";100;62;123;"grass";"";6;0;"['Sap Sipper', 'Grass Pelt']"
674;"Pancham";82;62;67;"fighting";"";6;0;"['Iron Fist', 'Mold Breaker', 'Scrappy']"
675;"Pangoro";124;78;95;"fighting";"dark";6;0;"['Iron Fist', 'Mold Breaker', 'Scrappy']"
676;"Furfrou";80;60;75;"normal";"";6;0;"['Fur Coat']"
677;"Espurr";48;54;62;"psychic";"";6;0;"['Keen Eye', 'Infiltrator', 'Own Tempo']"
678;"Meowstic";48;76;74;"psychic";"";6;0;"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']"
679;"Honedge";80;100;45;"steel";"ghost";6;0;"['No Guard']"
680;"Doublade";110;150;59;"steel";"ghost";6;0;"['No Guard']"
681;"Aegislash";150;50;60;"steel";"ghost";6;0;"['Stance Change']"
682;"Spritzee";52;60;78;"fairy";"";6;0;"['Healer', 'Aroma Veil']"
683;"Aromatisse";72;72;101;"fairy";"";6;0;"['Healer', 'Aroma Veil']"
684;"Swirlix";48;66;62;"fairy";"";6;0;"['Sweet Veil', 'Unburden']"
685;"Slurpuff";80;86;82;"fairy";"";6;0;"['Sweet Veil', 'Unburden']"
686;"Inkay";54;53;53;"dark";"psychic";6;0;"['Contrary', 'Suction Cups', 'Infiltrator']"
687;"Malamar";92;88;86;"dark";"psychic";6;0;"['Contrary', 'Suction Cups', 'Infiltrator']"
688;"Binacle";52;67;42;"rock";"water";6;0;"['Tough Claws', 'Sniper', 'Pickpocket']"
689;"Barbaracle";105;115;72;"rock";"water";6;0;"['Tough Claws', 'Sniper', 'Pickpocket']"
690;"Skrelp";60;60;50;"poison";"water";6;0;"['Poison Point', 'Poison Touch', 'Adaptability']"
691;"Dragalge";75;90;65;"poison";"dragon";6;0;"['Poison Point', 'Poison Touch', 'Adaptability']"
692;"Clauncher";53;62;50;"water";"";6;0;"['Mega Launcher']"
693;"Clawitzer";73;88;71;"water";"";6;0;"['Mega Launcher']"
694;"Helioptile";38;33;44;"electric";"normal";6;0;"['Dry Skin', 'Sand Veil', 'Solar Power']"
695;"Heliolisk";55;52;62;"electric";"normal";6;0;"['Dry Skin', 'Sand Veil', 'Solar Power']"
696;"Tyrunt";89;77;58;"rock";"dragon";6;0;"['Strong Jaw', 'Sturdy']"
697;"Tyrantrum";121;119;82;"rock";"dragon";6;0;"['Strong Jaw', 'Rock Head']"
698;"Amaura";59;50;77;"rock";"ice";6;0;"['Refrigerate', 'Snow Warning']"
699;"Aurorus";77;72;123;"rock";"ice";6;0;"['Refrigerate', 'Snow Warning']"
700;"Sylveon";65;65;95;"fairy";"";6;0;"['Cute Charm', 'Pixilate']"
701;"Hawlucha";92;75;78;"fighting";"flying";6;0;"['Limber', 'Unburden', 'Mold Breaker']"
702;"Dedenne";58;57;67;"electric";"fairy";6;0;"['Cheek Pouch', 'Pickup', 'Plus']"
703;"Carbink";50;150;50;"rock";"fairy";6;0;"['Clear Body', 'Sturdy']"
704;"Goomy";50;35;45;"dragon";"";6;0;"['Sap Sipper', 'Hydration', 'Gooey']"
705;"Sliggoo";75;53;68;"dragon";"";6;0;"['Sap Sipper', 'Hydration', 'Gooey']"
706;"Goodra";100;70;90;"dragon";"";6;0;"['Sap Sipper', 'Hydration', 'Gooey']"
707;"Klefki";80;91;57;"steel";"fairy";6;0;"['Prankster', 'Magician']"
708;"Phantump";70;48;43;"ghost";"grass";6;0;"['Natural Cure', 'Frisk', 'Harvest']"
709;"Trevenant";110;76;85;"ghost";"grass";6;0;"['Natural Cure', 'Frisk', 'Harvest']"
710;"Pumpkaboo";66;70;59;"ghost";"grass";6;0;"['Pickup', 'Frisk', 'Insomnia']"
711;"Gourgeist";100;122;85;"ghost";"grass";6;0;"['Pickup', 'Frisk', 'Insomnia']"
712;"Bergmite";69;85;55;"ice";"";6;0;"['Own Tempo', 'Ice Body', 'Sturdy']"
713;"Avalugg";117;184;95;"ice";"";6;0;"['Own Tempo', 'Ice Body', 'Sturdy']"
714;"Noibat";30;35;40;"flying";"dragon";6;0;"['Frisk', 'Infiltrator', 'Telepathy']"
715;"Noivern";70;80;85;"flying";"dragon";6;0;"['Frisk', 'Infiltrator', 'Telepathy']"
716;"Xerneas";131;95;126;"fairy";"";6;1;"['Fairy Aura']"
717;"Yveltal";131;95;126;"dark";"flying";6;1;"['Dark Aura']"
718;"Zygarde";100;121;216;"dragon";"ground";6;1;"['Aura Break', 'Power Construct']"
719;"Diancie";160;110;50;"rock";"fairy";6;1;"['Clear Body']"
720;"Hoopa";160;60;80;"psychic";"ghost";6;1;"['Magician']"
721;"Volcanion";110;120;80;"fire";"water";6;1;"['Water Absorb']"
722;"Rowlet";55;55;68;"grass";"flying";7;0;"['Overgrow', 'Long Reach']"
723;"Dartrix";75;75;78;"grass";"flying";7;0;"['Overgrow', 'Long Reach']"
724;"Decidueye";107;75;78;"grass";"ghost";7;0;"['Overgrow', 'Long Reach']"
725;"Litten";65;40;45;"fire";"";7;0;"['Blaze', 'Intimidate']"
726;"Torracat";85;50;65;"fire";"";7;0;"['Blaze', 'Intimidate']"
727;"Incineroar";115;90;95;"fire";"dark";7;0;"['Blaze', 'Intimidate']"
728;"Popplio";54;54;50;"water";"";7;0;"['Torrent', 'Liquid Voice']"
729;"Brionne";69;69;60;"water";"";7;0;"['Torrent', 'Liquid Voice']"
730;"Primarina";74;74;80;"water";"fairy";7;0;"['Torrent', 'Liquid Voice']"
731;"Pikipek";75;30;35;"normal";"flying";7;0;"['Keen Eye', 'Skill Link', 'Pickup']"
732;"Trumbeak";85;50;55;"normal";"flying";7;0;"['Keen Eye', 'Skill Link', 'Pickup']"
733;"Toucannon";120;75;80;"normal";"flying";7;0;"['Keen Eye', 'Skill Link', 'Sheer Force']"
734;"Yungoos";70;30;48;"normal";"";7;0;"['Stakeout', 'Strong Jaw', 'Adaptability']"
735;"Gumshoos";110;60;88;"normal";"";7;0;"['Stakeout', 'Strong Jaw', 'Adaptability']"
736;"Grubbin";62;45;47;"bug";"";7;0;"['Swarm']"
737;"Charjabug";82;95;57;"bug";"electric";7;0;"['Battery']"
738;"Vikavolt";70;90;77;"bug";"electric";7;0;"['Levitate']"
739;"Crabrawler";82;57;47;"fighting";"";7;0;"['Hyper Cutter', 'Iron Fist', 'Anger Point']"
740;"Crabominable";132;77;97;"fighting";"ice";7;0;"['Hyper Cutter', 'Iron Fist', 'Anger Point']"
741;"Oricorio";70;70;75;"fire";"flying";7;0;"['Dancer']"
742;"Cutiefly";45;40;40;"bug";"fairy";7;0;"['Honey Gather', 'Shield Dust', 'Sweet Veil']"
743;"Ribombee";55;60;60;"bug";"fairy";7;0;"['Honey Gather', 'Shield Dust', 'Sweet Veil']"
744;"Rockruff";65;40;45;"rock";"";7;0;"['Keen Eye', 'Vital Spirit', 'Steadfast']"
745;"Lycanroc";115;75;85;"rock";"";7;0;"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']"
746;"Wishiwashi";140;130;45;"water";"";7;0;"['Schooling']"
747;"Mareanie";53;62;50;"poison";"water";7;0;"['Merciless', 'Limber', 'Regenerator']"
748;"Toxapex";63;152;50;"poison";"water";7;0;"['Merciless', 'Limber', 'Regenerator']"
749;"Mudbray";100;70;70;"ground";"";7;0;"['Own Tempo', 'Stamina', 'Inner Focus']"
750;"Mudsdale";125;100;100;"ground";"";7;0;"['Own Tempo', 'Stamina', 'Inner Focus']"
751;"Dewpider";40;52;38;"water";"bug";7;0;"['Water Bubble', 'Water Absorb']"
752;"Araquanid";70;92;68;"water";"bug";7;0;"['Water Bubble', 'Water Absorb']"
753;"Fomantis";55;35;40;"grass";"";7;0;"['Leaf Guard', 'Contrary']"
754;"Lurantis";105;90;70;"grass";"";7;0;"['Leaf Guard', 'Contrary']"
755;"Morelull";35;55;40;"grass";"fairy";7;0;"['Illuminate', 'Effect Spore', 'Rain Dish']"
756;"Shiinotic";45;80;60;"grass";"fairy";7;0;"['Illuminate', 'Effect Spore', 'Rain Dish']"
757;"Salandit";44;40;48;"poison";"fire";7;0;"['Corrosion', 'Oblivious']"
758;"Salazzle";64;60;68;"poison";"fire";7;0;"['Corrosion', 'Oblivious']"
759;"Stufful";75;50;70;"normal";"fighting";7;0;"['Fluffy', 'Klutz', 'Cute Charm']"
760;"Bewear";125;80;120;"normal";"fighting";7;0;"['Fluffy', 'Klutz', 'Unnerve']"
761;"Bounsweet";30;38;42;"grass";"";7;0;"['Leaf Guard', 'Oblivious', 'Sweet Veil']"
762;"Steenee";40;48;52;"grass";"";7;0;"['Leaf Guard', 'Oblivious', 'Sweet Veil']"
763;"Tsareena";120;98;72;"grass";"";7;0;"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']"
764;"Comfey";52;90;51;"fairy";"";7;0;"['Flower Veil', 'Triage', 'Natural Cure']"
765;"Oranguru";60;80;90;"normal";"psychic";7;0;"['Inner Focus', 'Telepathy', 'Symbiosis']"
766;"Passimian";120;90;100;"fighting";"";7;0;"['Receiver', 'Defiant']"
767;"Wimpod";35;40;25;"bug";"water";7;0;"['Wimp Out']"
768;"Golisopod";125;140;75;"bug";"water";7;0;"['Emergency Exit']"
769;"Sandygast";55;80;55;"ghost";"ground";7;0;"['Water Compaction', 'Sand Veil']"
770;"Palossand";75;110;85;"ghost";"ground";7;0;"['Water Compaction', 'Sand Veil']"
771;"Pyukumuku";60;130;55;"water";"";7;0;"['Innards Out', 'Unaware']"
772;"Type: Null";95;95;95;"normal";"";7;0;"['Battle Armor']"
773;"Silvally";95;95;95;"normal";"";7;0;"['RKS System']"
774;"Minior";100;60;60;"rock";"flying";7;0;"['Shields Down']"
775;"Komala";115;65;65;"normal";"";7;0;"['Comatose']"
776;"Turtonator";78;135;60;"fire";"dragon";7;0;"['Shell Armor']"
777;"Togedemaru";98;63;65;"electric";"steel";7;0;"['Iron Barbs', 'Lightningrod', 'Sturdy']"
778;"Mimikyu";90;80;55;"ghost";"fairy";7;0;"['Disguise']"
779;"Bruxish";105;70;68;"water";"psychic";7;0;"['Dazzling', 'Strong Jaw', 'Wonder Skin ']"
780;"Drampa";60;85;78;"normal";"dragon";7;0;"['Berserk', 'Sap Sipper', 'Cloud Nine']"
781;"Dhelmise";131;100;70;"ghost";"grass";7;0;"['Steelworker']"
782;"Jangmo-o";55;65;45;"dragon";"";7;0;"['Bulletproof', 'Soundproof', 'Overcoat']"
783;"Hakamo-o";75;90;55;"dragon";"fighting";7;0;"['Bulletproof', 'Soundproof', 'Overcoat']"
784;"Kommo-o";110;125;75;"dragon";"fighting";7;0;"['Bulletproof', 'Soundproof', 'Overcoat']"
785;"Tapu Koko";115;85;70;"electric";"fairy";7;1;"['Electric Surge', 'Telepathy']"
786;"Tapu Lele";85;75;70;"psychic";"fairy";7;1;"['Psychic Surge', 'Telepathy']"
787;"Tapu Bulu";130;115;70;"grass";"fairy";7;1;"['Grassy Surge', 'Telepathy']"
788;"Tapu Fini";75;115;70;"water";"fairy";7;1;"['Misty Surge', 'Telepathy']"
789;"Cosmog";29;31;43;"psychic";"";7;1;"['Unaware']"
790;"Cosmoem";29;131;43;"psychic";"";7;1;"['Sturdy']"
791;"Solgaleo";137;107;137;"psychic";"steel";7;1;"['Full Metal Body']"
792;"Lunala";113;89;137;"psychic";"ghost";7;1;"['Shadow Shield']"
793;"Nihilego";53;47;109;"rock";"poison";7;1;"['Beast Boost']"
794;"Buzzwole";139;139;107;"bug";"fighting";7;1;"['Beast Boost']"
795;"Pheromosa";137;37;71;"bug";"fighting";7;1;"['Beast Boost']"
796;"Xurkitree";89;71;83;"electric";"";7;1;"['Beast Boost']"
797;"Celesteela";101;103;97;"steel";"flying";7;1;"['Beast Boost']"
798;"Kartana";181;131;59;"grass";"steel";7;1;"['Beast Boost']"
799;"Guzzlord";101;53;223;"dark";"dragon";7;1;"['Beast Boost']"
800;"Necrozma";107;101;97;"psychic";"";7;1;"['Prism Armor']"
801;"Magearna";95;115;80;"steel";"fairy";7;1;"['Soul-Heart']"
